-2.100000000000000000e+01 -1.100000000000000000e+01
-1.575000000000000000e+01 -1.100000000000000000e+01
-1.050000000000000000e+01 -1.100000000000000000e+01
-5.250000000000000000e+00 -1.100000000000000000e+01
0.000000000000000000e+00 -1.100000000000000000e+01
5.250000000000000000e+00 -1.100000000000000000e+01
1.050000000000000000e+01 -1.100000000000000000e+01
1.575000000000000000e+01 -1.100000000000000000e+01
2.100000000000000000e+01 -1.100000000000000000e+01
2.100000000000000000e+01 -5.500000000000000000e+00
2.100000000000000000e+01 0.000000000000000000e+00
2.100000000000000000e+01 5.500000000000000000e+00
2.100000000000000000e+01 1.100000000000000000e+01
1.575000000000000000e+01 1.100000000000000000e+01
1.050000000000000000e+01 1.100000000000000000e+01
5.250000000000000000e+00 1.100000000000000000e+01
0.000000000000000000e+00 1.100000000000000000e+01
-5.250000000000000000e+00 1.100000000000000000e+01
-1.050000000000000000e+01 1.100000000000000000e+01
-1.575000000000000000e+01 1.100000000000000000e+01
-2.100000000000000000e+01 1.100000000000000000e+01
-2.100000000000000000e+01 5.500000000000000000e+00
-2.100000000000000000e+01 0.000000000000000000e+00
-2.100000000000000000e+01 -5.500000000000000000e+00
