1.000000000000000000e+02 -4.200000000000000000e+03
1.000000000000000000e+02 -3.800000000000000000e+03
1.000000000000000000e+02 -3.400000000000000000e+03
1.000000000000000000e+02 -3.000000000000000000e+03
1.000000000000000000e+02 -2.600000000000000000e+03
1.000000000000000000e+02 -2.200000000000000000e+03
1.000000000000000000e+02 -1.800000000000000000e+03
1.000000000000000000e+02 -1.400000000000000000e+03
1.000000000000000000e+02 -1.000000000000000000e+03
1.000000000000000000e+02 -6.000000000000000000e+02
1.000000000000000000e+02 -2.000000000000000000e+02
1.000000000000000000e+02 -1.600000000000000000e+02
1.000000000000000000e+02 -1.200000000000000000e+02
1.000000000000000000e+02 -8.000000000000000000e+01
1.000000000000000000e+02 -4.000000000000000000e+01
1.000000000000000000e+02 0.000000000000000000e+00
1.000000000000000000e+02 4.000000000000000000e+01
1.000000000000000000e+02 8.000000000000000000e+01
1.000000000000000000e+02 1.200000000000000000e+02
1.000000000000000000e+02 1.600000000000000000e+02
1.000000000000000000e+02 2.000000000000000000e+02
1.000000000000000000e+02 6.000000000000000000e+02
1.000000000000000000e+02 1.000000000000000000e+03
1.000000000000000000e+02 1.400000000000000000e+03
1.000000000000000000e+02 1.800000000000000000e+03
1.000000000000000000e+02 2.200000000000000000e+03
1.000000000000000000e+02 2.600000000000000000e+03
1.000000000000000000e+02 3.000000000000000000e+03
1.000000000000000000e+02 3.400000000000000000e+03
1.000000000000000000e+02 3.800000000000000000e+03
1.000000000000000000e+02 4.200000000000000000e+03
